player,age,team,pos,g,gs,mp,fg,fga,fg_percent,three_points,three_pointsa,three_points_percent,two_points,two_pointsa,two_points_percent,efg_percent,ft,fta,ft_percent,orb,drb,trb,ast,stl,blk,tov,pf,pts,points_per_game,points_per_minute
Justin Champagnie,24.0,WAS,SF,42.0,10.0,18.8,2.9,5.6,0.513,0.6,2.0,0.313,2.2,3.6,0.623,0.568,0.9,1.3,0.736,2.1,3.6,5.7,1.1,0.8,0.6,0.6,1.6,7.3,0.1738095238095238,0.3882978723404255
Quenton Jackson,27.0,IND,PG,22.0,9.0,15.8,2.4,5.4,0.437,0.8,2.1,0.37,1.6,3.3,0.479,0.508,1.8,2.3,0.784,0.5,1.4,2.0,1.9,0.6,0.2,1.2,1.7,7.3,0.3318181818181818,0.46202531645569617
Kyle Anderson,32.0,UTA,SF,17.0,0.0,19.7,2.9,5.6,0.521,0.1,0.2,0.5,2.8,5.4,0.522,0.531,1.2,1.9,0.606,0.9,2.4,3.4,2.7,1.2,0.5,0.9,2.2,7.2,0.4235294117647059,0.3654822335025381
Bruce Brown,29.0,DEN,SG,46.0,2.0,24.4,2.8,6.2,0.453,0.5,1.4,0.323,2.4,4.8,0.491,0.49,1.0,1.3,0.774,1.2,2.9,4.1,2.2,1.0,0.2,1.0,2.4,7.2,0.1565217391304348,0.2950819672131148
Javonte Green,32.0,DET,SG,43.0,4.0,19.3,2.5,5.5,0.447,1.1,3.0,0.366,1.3,2.5,0.547,0.549,1.1,1.5,0.754,0.7,2.0,2.7,0.8,1.4,0.4,0.7,1.5,7.2,0.16744186046511628,0.37305699481865284
GG Jackson II,21.0,MEM,PF,23.0,3.0,15.7,2.7,5.7,0.466,0.8,2.7,0.302,1.8,3.0,0.618,0.538,1.0,1.4,0.75,0.4,2.4,2.8,0.7,0.7,0.5,1.0,1.6,7.2,0.3130434782608696,0.4585987261146497
Ryan Nembhard,22.0,DAL,PG,33.0,17.0,19.8,3.0,6.7,0.45,0.9,2.4,0.397,2.1,4.3,0.479,0.52,0.3,0.4,0.769,0.2,1.7,1.9,5.1,0.2,0.0,1.5,1.4,7.2,0.2181818181818182,0.36363636363636365
Jamal Shead,23.0,TOR,PG,47.0,7.0,22.3,2.4,6.6,0.366,1.2,3.6,0.333,1.2,3.0,0.404,0.456,1.2,1.5,0.789,0.4,1.5,1.9,5.6,1.0,0.1,1.3,2.1,7.2,0.15319148936170213,0.32286995515695066
Walter Clayton,22.0,UTA,PG,41.0,0.0,18.4,2.3,5.8,0.407,1.0,3.2,0.308,1.3,2.5,0.534,0.494,1.4,1.5,0.95,0.3,1.7,2.0,3.3,0.6,0.2,1.2,1.8,7.1,0.17317073170731706,0.3858695652173913
Andre Drummond,32.0,PHI,C,35.0,16.0,20.0,2.7,5.5,0.497,0.5,1.3,0.362,2.3,4.2,0.541,0.541,1.1,1.7,0.655,3.4,5.5,9.0,0.8,0.5,0.9,0.9,2.0,7.1,0.20285714285714285,0.355
Kevin Love,37.0,UTA,PF,25.0,4.0,17.3,2.3,5.7,0.399,1.4,4.0,0.36,0.8,1.7,0.488,0.524,1.1,1.3,0.818,1.7,3.9,5.6,1.8,0.3,0.3,0.8,1.8,7.1,0.284,0.4104046242774566
Seth Curry,35.0,GSW,SG,2.0,0.0,16.0,3.0,4.5,0.667,1.0,2.0,0.5,2.0,2.5,0.8,0.778,0.0,0.0,0.0,0.5,1.5,2.0,1.5,1.0,0.0,0.0,1.5,7.0,3.5,0.4375
Micah Potter,27.0,IND,C,15.0,2.0,17.5,2.0,4.5,0.441,1.1,3.1,0.362,0.9,1.4,0.619,0.566,1.9,2.0,0.933,0.9,3.1,3.9,1.4,0.3,0.3,0.7,1.5,7.0,0.4666666666666667,0.4
TyTy Washington Jr.,24.0,LAC,PG,2.0,0.0,11.0,3.0,4.5,0.667,1.0,2.0,0.5,2.0,2.5,0.8,0.778,0.0,0.0,0.0,0.0,0.5,0.5,1.5,1.0,0.5,0.0,0.0,7.0,3.5,0.6363636363636364
Cole Anthony,25.0,MIL,PG,31.0,0.0,15.1,2.9,6.5,0.448,0.6,2.0,0.323,2.3,4.5,0.504,0.498,0.4,0.7,0.591,0.4,2.1,2.5,3.6,0.6,0.3,1.9,2.1,6.9,0.22258064516129034,0.456953642384106
Jaden Hardy,23.0,DAL,SG,31.0,4.0,12.3,2.3,5.8,0.398,1.4,3.7,0.371,0.9,2.1,0.446,0.517,0.9,1.1,0.8,0.4,1.0,1.4,0.8,0.2,0.1,0.8,1.3,6.9,0.22258064516129034,0.5609756097560975
Will Richard,23.0,GSW,SG,41.0,15.0,19.1,2.5,5.1,0.486,1.1,3.1,0.365,1.3,2.0,0.671,0.596,0.9,1.0,0.814,1.0,1.5,2.5,1.3,1.1,0.1,0.8,1.9,6.9,0.16829268292682928,0.3612565445026178
Tristan Vukcevic,22.0,WAS,C,30.0,2.0,11.4,2.3,5.1,0.455,0.4,2.0,0.2,1.9,3.1,0.617,0.494,1.8,2.4,0.764,0.6,1.8,2.4,1.0,0.3,0.7,1.0,1.2,6.9,0.23,0.6052631578947368
Al Horford,39.0,GSW,C,26.0,1.0,19.6,2.4,6.2,0.391,1.5,4.4,0.351,0.9,1.8,0.489,0.516,0.4,0.4,1.0,0.9,4.0,5.0,2.0,0.8,1.0,1.0,1.2,6.8,0.26153846153846155,0.346938775510204
Kobe Sanders,23.0,LAC,SG,36.0,8.0,20.7,2.4,5.5,0.442,1.0,2.6,0.389,1.4,2.8,0.49,0.536,0.9,1.0,0.865,0.4,1.9,2.4,1.5,0.6,0.1,1.3,2.1,6.8,0.18888888888888888,0.3285024154589372
Gradey Dick,22.0,TOR,SG,47.0,1.0,16.5,2.3,5.5,0.425,0.9,3.0,0.309,1.4,2.6,0.558,0.508,1.1,1.3,0.847,0.6,1.6,2.2,0.7,0.7,0.1,0.5,1.5,6.7,0.1425531914893617,0.40606060606060607
Isaiah Jackson,24.0,IND,C,33.0,14.0,17.2,2.7,4.6,0.583,0.0,0.0,0.0,2.7,4.5,0.587,0.583,1.4,2.0,0.708,2.4,3.2,5.6,0.8,0.6,0.7,1.2,2.8,6.7,0.20303030303030303,0.38953488372093026
Patrick Williams,24.0,CHI,PF,41.0,1.0,18.3,2.3,5.9,0.387,1.3,3.2,0.408,1.0,2.8,0.363,0.496,0.7,1.0,0.683,0.6,2.3,2.9,1.1,0.7,0.2,0.9,1.2,6.6,0.16097560975609757,0.360655737704918
Tidjane Salaün,20.0,CHO,PF,29.0,0.0,16.4,2.4,4.6,0.515,1.0,2.3,0.441,1.3,2.3,0.591,0.627,0.7,1.0,0.7,0.8,3.6,4.3,0.9,0.4,0.2,0.7,1.6,6.5,0.22413793103448276,0.39634146341463417
Ryan Dunn,23.0,PHO,SF,38.0,11.0,20.8,2.6,5.7,0.452,0.8,2.6,0.313,1.8,3.1,0.568,0.523,0.5,0.7,0.692,1.6,2.9,4.5,1.7,0.9,0.5,1.0,2.4,6.4,0.16842105263157894,0.3076923076923077
Bones Hyland,25.0,MIN,PG,36.0,3.0,13.6,2.3,5.2,0.447,1.1,3.2,0.353,1.2,2.0,0.597,0.556,0.6,0.9,0.719,0.2,1.1,1.3,2.5,0.5,0.3,0.8,1.6,6.4,0.17777777777777778,0.4705882352941177
Brook Lopez,37.0,LAC,C,37.0,7.0,16.9,2.2,6.0,0.362,1.4,4.4,0.327,0.7,1.6,0.458,0.482,0.6,0.7,0.846,0.4,2.2,2.6,0.9,0.5,1.0,0.8,1.6,6.4,0.17297297297297298,0.37869822485207105
Drake Powell,20.0,BRK,SG,32.0,6.0,19.2,2.3,5.1,0.451,0.8,2.5,0.313,1.5,2.6,0.585,0.528,1.0,1.2,0.892,0.2,1.4,1.6,1.7,0.6,0.2,0.9,1.5,6.4,0.2,0.33333333333333337
Ben Sheppard,24.0,IND,SG,35.0,12.0,22.5,2.2,5.9,0.377,1.2,3.7,0.323,1.0,2.2,0.468,0.478,0.7,1.0,0.765,0.6,2.6,3.3,1.8,0.6,0.1,0.5,1.9,6.4,0.18285714285714286,0.28444444444444444
Jaxson Hayes,25.0,LAL,C,36.0,4.0,17.5,2.6,3.3,0.775,0.0,0.0,1.0,2.6,3.3,0.773,0.779,1.1,1.8,0.625,1.4,2.5,3.9,0.8,0.3,0.6,0.6,2.1,6.3,0.175,0.36
Mac McClung,27.0,IND,SG,3.0,0.0,11.3,2.3,6.0,0.389,0.7,3.3,0.2,1.7,2.7,0.625,0.444,1.0,1.3,0.75,0.0,1.3,1.3,0.3,1.7,0.3,0.7,2.0,6.3,2.1,0.5575221238938053
Josh Minott,23.0,BOS,PF,29.0,10.0,17.6,2.3,4.5,0.504,1.1,2.5,0.438,1.2,2.0,0.586,0.626,0.7,0.9,0.769,1.3,2.6,4.0,1.1,0.8,0.4,0.6,1.7,6.3,0.21724137931034482,0.3579545454545454
Jalen Pickett,26.0,DEN,SG,31.0,13.0,18.9,2.4,5.5,0.435,1.2,2.9,0.411,1.2,2.6,0.463,0.544,0.3,0.4,0.909,0.5,2.4,2.9,2.9,0.4,0.1,0.8,1.0,6.3,0.2032258064516129,0.33333333333333337
Sidy Cissoko,21.0,POR,SF,41.0,20.0,21.6,2.0,5.2,0.391,1.1,3.3,0.326,1.0,2.0,0.5,0.493,1.0,1.5,0.7,0.9,1.4,2.3,1.4,0.7,0.3,1.1,2.7,6.2,0.15121951219512195,0.28703703703703703
Sion James,23.0,CHO,SG,46.0,18.0,25.0,1.9,4.9,0.384,1.0,2.9,0.356,0.8,2.0,0.424,0.489,1.4,1.6,0.865,0.6,2.9,3.5,2.0,0.6,0.4,0.8,1.8,6.2,0.13478260869565217,0.248
Nae'Qwan Tomlin,25.0,CLE,PF,36.0,2.0,16.3,2.5,5.2,0.478,0.4,1.9,0.232,2.0,3.3,0.624,0.522,0.8,1.1,0.707,1.4,1.8,3.1,0.9,0.7,0.7,0.3,2.1,6.2,0.17222222222222222,0.38036809815950917
Alex Caruso,31.0,OKC,SG,32.0,0.0,18.2,2.2,5.3,0.417,1.0,3.2,0.301,1.2,2.0,0.6,0.509,0.7,0.9,0.821,0.6,2.3,2.8,2.1,1.4,0.4,0.8,1.3,6.1,0.190625,0.33516483516483514
Spencer Jones,24.0,DEN,SF,41.0,29.0,23.5,2.2,4.4,0.514,1.0,2.5,0.394,1.2,1.8,0.68,0.628,0.6,1.0,0.634,1.1,2.0,3.1,0.9,0.9,0.4,0.6,2.8,6.1,0.14878048780487804,0.25957446808510637
Jared McCain,21.0,PHI,SG,31.0,1.0,16.7,2.2,6.3,0.354,1.0,3.0,0.323,1.3,3.3,0.382,0.431,0.7,0.8,0.88,0.1,2.0,2.1,1.5,0.7,0.0,0.7,1.2,6.1,0.19677419354838707,0.3652694610778443
Kris Murray,25.0,POR,SF,34.0,11.0,25.7,2.3,5.1,0.446,0.6,2.3,0.256,1.7,2.9,0.598,0.503,0.9,1.2,0.738,1.8,2.2,4.0,1.2,1.2,0.4,0.9,2.0,6.1,0.17941176470588235,0.23735408560311283
Taurean Prince,31.0,MIL,SF,8.0,0.0,21.1,2.1,4.8,0.447,1.5,3.5,0.429,0.6,1.3,0.5,0.605,0.4,0.4,1.0,0.0,1.6,1.6,1.0,0.8,0.3,0.6,2.5,6.1,0.7625,0.2890995260663507
Nick Smith Jr.,21.0,LAL,SG,23.0,1.0,13.0,2.3,5.4,0.427,1.2,3.0,0.397,1.1,2.4,0.464,0.536,0.3,0.5,0.636,0.1,0.7,0.8,1.2,0.3,0.1,0.8,1.0,6.1,0.2652173913043478,0.46923076923076923
Ja'Kobe Walter,21.0,TOR,SG,37.0,9.0,17.7,2.1,4.9,0.431,1.2,3.2,0.367,0.9,1.6,0.557,0.552,0.7,1.0,0.75,0.7,1.4,2.1,0.9,0.9,0.2,0.5,1.9,6.1,0.16486486486486485,0.3446327683615819
Trendon Watford,25.0,PHI,PF,23.0,4.0,15.7,2.3,4.5,0.524,0.3,0.9,0.4,2.0,3.6,0.554,0.563,1.0,1.4,0.75,0.8,2.6,3.3,2.7,0.3,0.3,1.1,2.0,6.1,0.2652173913043478,0.3885350318471337
Kenrich Williams,31.0,OKC,PF,26.0,0.0,14.8,2.5,4.7,0.52,0.8,2.3,0.367,1.6,2.4,0.667,0.61,0.3,0.7,0.471,0.8,2.3,3.2,1.6,0.6,0.2,0.5,1.1,6.1,0.23461538461538461,0.4121621621621621
Aaron Holiday,29.0,HOU,PG,30.0,1.0,14.0,1.9,4.8,0.4,1.3,3.3,0.38,0.7,1.5,0.444,0.531,0.8,1.0,0.862,0.1,0.7,0.8,1.0,0.4,0.1,0.7,1.4,6.0,0.2,0.42857142857142855
KJ Simpson,23.0,CHO,PG,14.0,2.0,15.9,2.2,6.4,0.348,0.9,2.8,0.308,1.4,3.6,0.38,0.416,0.7,1.1,0.625,0.4,1.7,2.1,2.5,1.1,0.0,1.7,1.0,6.0,0.42857142857142855,0.3773584905660377
Dru Smith,28.0,MIA,SG,45.0,1.0,16.9,2.0,5.1,0.399,0.6,2.1,0.309,1.4,3.0,0.463,0.463,1.3,1.6,0.822,0.8,1.7,2.5,2.6,1.5,0.4,0.9,1.6,6.0,0.13333333333333333,0.3550295857988166
Blake Wesley,22.0,POR,SG,6.0,0.0,16.3,2.3,5.7,0.412,0.3,1.7,0.2,2.0,4.0,0.5,0.441,1.0,1.7,0.6,0.3,2.0,2.3,3.2,1.7,0.2,1.2,2.3,6.0,1.0,0.36809815950920244
Robert Williams,28.0,POR,C,31.0,1.0,16.0,2.6,3.6,0.726,0.1,0.4,0.25,2.5,3.3,0.782,0.739,0.6,0.8,0.75,2.0,4.3,6.3,1.0,0.6,1.3,0.6,1.2,6.0,0.1935483870967742,0.375
Goga Bitadze,26.0,ORL,C,40.0,1.0,16.4,2.5,3.6,0.676,0.1,0.3,0.2,2.4,3.4,0.711,0.683,1.0,1.3,0.731,2.2,3.1,5.2,1.2,0.8,1.2,0.6,2.2,5.9,0.14750000000000002,0.35975609756097565
Jordan Walsh,21.0,BOS,PF,40.0,20.0,19.0,2.3,4.0,0.559,0.8,1.8,0.429,1.5,2.3,0.659,0.652,0.6,0.8,0.806,1.3,3.1,4.4,0.9,0.9,0.5,0.5,2.3,5.9,0.14750000000000002,0.3105263157894737
Steven Adams,32.0,HOU,C,32.0,11.0,22.8,2.2,4.3,0.504,0.0,0.0,0.0,2.2,4.3,0.504,0.504,1.5,2.5,0.58,4.5,4.1,8.6,1.5,0.7,0.6,1.1,1.7,5.8,0.18125,0.25438596491228066
Paul Reed,26.0,DET,C,31.0,6.0,12.2,2.5,4.2,0.592,0.2,0.6,0.35,2.3,3.5,0.636,0.619,0.6,1.0,0.563,1.9,2.4,4.3,1.2,0.9,0.6,1.0,1.6,5.8,0.1870967741935484,0.4754098360655738
Jase Richardson,20.0,ORL,SG,31.0,0.0,12.5,2.2,4.5,0.493,0.7,1.8,0.393,1.5,2.6,0.561,0.572,0.7,1.0,0.719,0.5,1.0,1.5,1.3,0.3,0.1,0.6,1.1,5.8,0.1870967741935484,0.46399999999999997
Marcus Sasser,25.0,DET,PG,12.0,0.0,10.1,1.9,4.3,0.442,1.2,2.8,0.412,0.8,1.5,0.5,0.577,0.8,0.9,0.909,0.1,1.0,1.1,1.9,0.6,0.2,0.7,1.0,5.8,0.48333333333333334,0.5742574257425742
Nolan Traoré,19.0,BRK,PG,23.0,0.0,18.6,2.0,5.8,0.343,0.9,2.8,0.323,1.1,3.0,0.362,0.422,0.9,1.1,0.808,0.1,1.1,1.2,2.7,0.5,0.3,1.3,1.7,5.8,0.25217391304347825,0.31182795698924726
Dean Wade,29.0,CLE,PF,38.0,17.0,22.8,1.9,4.8,0.407,1.2,3.6,0.333,0.8,1.2,0.617,0.53,0.6,0.8,0.75,0.8,3.3,4.1,1.6,0.8,0.4,0.3,1.6,5.7,0.15,0.25
Yves Missi,21.0,NOP,C,39.0,7.0,18.8,2.4,4.4,0.543,0.0,0.0,0.0,2.4,4.4,0.547,0.543,0.7,1.3,0.592,3.0,2.6,5.5,1.2,0.3,1.3,0.8,1.7,5.6,0.14358974358974358,0.2978723404255319
Josh Okogie,27.0,HOU,SG,43.0,27.0,19.9,2.0,4.4,0.444,0.9,2.3,0.396,1.0,2.0,0.5,0.55,0.7,1.1,0.646,1.1,1.6,2.7,0.9,1.0,0.2,0.7,1.6,5.6,0.13023255813953488,0.2814070351758794
Jaylin Williams,23.0,OKC,PF,31.0,4.0,18.0,1.7,4.8,0.365,1.1,3.7,0.304,0.6,1.1,0.576,0.483,1.0,1.3,0.732,0.5,4.1,4.6,2.5,0.6,0.5,1.0,2.0,5.6,0.18064516129032257,0.3111111111111111
Eric Gordon,37.0,PHI,SG,6.0,0.0,12.3,2.0,3.5,0.571,1.3,2.3,0.571,0.7,1.2,0.571,0.762,0.2,0.3,0.5,0.2,0.2,0.3,0.5,0.7,0.2,0.5,0.5,5.5,0.9166666666666666,0.44715447154471544
Oso Ighodaro,23.0,PHO,PF,45.0,7.0,20.1,2.4,3.9,0.616,0.0,0.0,0.0,2.4,3.9,0.619,0.616,0.6,1.3,0.5,1.4,3.0,4.4,1.8,1.0,0.6,1.2,2.6,5.5,0.12222222222222222,0.2736318407960199
Cody Williams,21.0,UTA,SG,33.0,10.0,17.8,2.4,5.1,0.462,0.4,1.8,0.224,2.0,3.4,0.586,0.5,0.4,0.7,0.565,0.8,1.4,2.2,0.8,0.4,0.4,0.5,1.7,5.5,0.16666666666666666,0.3089887640449438
Jevon Carter,30.0,CHI,PG,21.0,0.0,11.1,1.8,4.4,0.398,1.4,3.3,0.414,0.4,1.1,0.348,0.554,0.5,0.5,1.0,0.2,0.8,1.0,0.9,0.6,0.0,0.5,0.8,5.4,0.2571428571428572,0.4864864864864865
Johnny Furphy,21.0,IND,SG,28.0,14.0,17.9,2.1,4.2,0.492,0.8,2.0,0.368,1.3,2.2,0.607,0.581,0.5,1.0,0.464,1.0,3.3,4.2,0.9,0.6,0.2,0.8,1.8,5.4,0.19285714285714287,0.30167597765363136
Will Riley,19.0,WAS,SF,36.0,1.0,14.3,1.9,4.7,0.412,0.5,1.8,0.258,1.5,2.9,0.51,0.462,1.0,1.3,0.8,0.7,1.3,2.0,1.1,0.4,0.1,0.8,0.8,5.4,0.15000000000000002,0.3776223776223776
Ben Saraf,19.0,BRK,SG,12.0,5.0,16.9,1.8,5.2,0.355,0.8,2.8,0.273,1.1,2.4,0.448,0.427,1.0,1.3,0.8,0.4,1.2,1.6,2.8,0.7,0.3,1.9,1.3,5.4,0.45,0.31952662721893493
Pat Spencer,29.0,GSW,PG,30.0,3.0,13.7,2.1,5.1,0.408,0.6,1.6,0.362,1.5,3.5,0.429,0.464,0.7,0.8,0.875,0.6,1.3,2.0,3.0,0.6,0.0,0.9,1.1,5.4,0.18000000000000002,0.3941605839416059
Nique Clifford,23.0,SAC,SG,42.0,3.0,18.5,2.0,5.0,0.401,0.7,2.3,0.292,1.4,2.8,0.491,0.467,0.5,0.8,0.676,0.7,2.2,2.9,1.3,0.5,0.3,1.1,1.9,5.3,0.1261904761904762,0.2864864864864865
Keon Ellis,26.0,SAC,SG,39.0,5.0,17.3,1.8,4.7,0.384,1.2,3.2,0.357,0.7,1.5,0.441,0.505,0.5,0.8,0.633,0.4,1.0,1.3,0.6,1.1,0.5,0.5,1.6,5.3,0.1358974358974359,0.30635838150289013
Drew Eubanks,28.0,SAC,C,30.0,11.0,14.0,2.2,3.7,0.6,0.0,0.1,0.25,2.2,3.5,0.613,0.605,0.8,1.4,0.558,0.8,1.9,2.7,0.3,0.4,0.6,0.8,1.4,5.2,0.17333333333333334,0.37142857142857144
Garrison Mathews,29.0,IND,SG,15.0,1.0,13.1,1.4,3.5,0.404,1.1,3.1,0.37,0.3,0.4,0.667,0.567,1.3,1.5,0.826,0.1,1.0,1.1,0.7,0.4,0.2,0.2,1.3,5.2,0.3466666666666667,0.39694656488549623
Asa Newell,20.0,ATL,PF,33.0,0.0,10.6,2.0,3.6,0.558,0.8,1.7,0.439,1.3,1.9,0.667,0.663,0.3,0.6,0.55,0.8,1.1,1.9,0.5,0.4,0.3,0.5,1.6,5.2,0.1575757575757576,0.4905660377358491
Noah Penda,21.0,ORL,SF,29.0,2.0,14.1,1.9,4.1,0.45,0.7,1.7,0.429,1.1,2.4,0.465,0.538,0.7,1.2,0.6,1.6,2.4,4.0,1.2,0.6,0.4,0.8,1.4,5.2,0.1793103448275862,0.3687943262411348
Tolu Smith,25.0,DET,PF,5.0,0.0,11.0,1.4,3.0,0.467,0.0,0.0,0.0,1.4,3.0,0.467,0.467,2.4,3.0,0.8,2.0,3.6,5.6,0.8,0.4,1.0,0.8,1.4,5.2,1.04,0.4727272727272727
Jalen Wilson,25.0,BRK,PF,29.0,0.0,13.7,1.6,4.2,0.377,0.9,2.7,0.351,0.7,1.6,0.422,0.488,1.0,1.3,0.757,0.1,1.1,1.2,0.6,0.3,0.1,0.5,1.2,5.1,0.17586206896551723,0.3722627737226277
Lonzo Ball,28.0,CLE,PG,31.0,3.0,21.3,1.6,5.3,0.309,1.2,4.4,0.277,0.4,0.9,0.464,0.424,0.5,0.6,0.7,0.8,3.2,4.0,4.1,1.3,0.3,1.5,1.4,5.0,0.16129032258064516,0.2347417840375587
Branden Carlson,26.0,OKC,C,32.0,2.0,11.0,2.1,3.9,0.524,0.6,1.8,0.351,1.4,2.2,0.667,0.603,0.3,0.5,0.529,0.6,2.0,2.5,0.6,0.2,0.5,0.4,0.9,5.0,0.15625,0.45454545454545453
Taylor Hendricks,22.0,UTA,PF,31.0,6.0,15.0,1.8,3.8,0.47,0.7,2.0,0.365,1.0,1.7,0.593,0.568,0.7,1.0,0.767,0.9,2.2,3.1,0.7,0.4,0.3,0.5,1.3,5.0,0.16129032258064516,0.3333333333333333
Karlo Matković,24.0,NOP,PF,34.0,2.0,12.8,2.1,3.4,0.624,0.5,1.1,0.421,1.7,2.3,0.722,0.692,0.2,0.4,0.533,0.8,2.4,3.2,0.7,0.3,0.7,0.5,1.6,5.0,0.14705882352941177,0.390625
Gary Payton II,33.0,GSW,SG,43.0,1.0,12.8,2.2,4.1,0.542,0.3,1.1,0.292,1.9,3.0,0.636,0.582,0.2,0.3,0.571,1.1,2.1,3.2,1.6,0.5,0.3,0.9,1.5,5.0,0.11627906976744186,0.390625
Tyrese Proctor,21.0,CLE,PG,33.0,1.0,10.5,1.7,4.4,0.384,0.9,2.8,0.337,0.8,1.6,0.463,0.49,0.6,0.8,0.84,0.2,1.0,1.2,1.2,0.3,0.0,0.5,1.2,5.0,0.15151515151515152,0.47619047619047616
Matisse Thybulle,28.0,POR,SG,4.0,0.0,12.3,1.5,2.5,0.6,1.0,1.5,0.667,0.5,1.0,0.5,0.8,1.0,1.0,1.0,0.0,1.0,1.0,0.8,2.5,0.0,0.3,1.8,5.0,1.25,0.4065040650406504
Jarred Vanderbilt,26.0,LAL,PF,35.0,3.0,19.6,1.9,3.9,0.486,0.5,1.6,0.333,1.4,2.3,0.593,0.554,0.6,0.9,0.667,1.6,3.5,5.1,1.3,0.9,0.4,1.1,1.9,5.0,0.14285714285714285,0.25510204081632654
Tyler Kolek,24.0,NYK,PG,39.0,1.0,13.3,2.0,4.6,0.43,0.6,1.9,0.329,1.3,2.6,0.505,0.5,0.3,0.4,0.688,0.3,1.6,1.9,2.7,0.4,0.1,1.0,1.4,4.9,0.12564102564102564,0.3684210526315789
Micah Peavy,24.0,NOP,SG,39.0,1.0,16.1,2.1,5.1,0.4,0.5,1.9,0.257,1.6,3.2,0.484,0.448,0.3,0.4,0.733,0.9,1.3,2.3,1.2,0.7,0.2,0.3,1.7,4.9,0.12564102564102564,0.30434782608695654
Mitchell Robinson,27.0,NYK,C,32.0,13.0,19.5,2.1,3.1,0.68,0.0,0.0,0.0,2.1,3.1,0.68,0.68,0.6,1.7,0.377,4.9,4.3,9.2,1.0,0.9,1.2,0.7,2.4,4.9,0.153125,0.2512820512820513
Dylan Cardwell,24.0,SAC,C,19.0,1.0,19.2,2.1,3.7,0.557,0.0,0.1,0.0,2.1,3.6,0.565,0.557,0.7,1.4,0.538,2.8,4.1,6.9,1.1,0.8,1.6,0.7,3.9,4.8,0.25263157894736843,0.25
